year,pubpriv,hiqual,degree,sex,age,occ1_lab,rwage,ln_wage
2016.0,Private,Degree or equivalent,1.0,Male,56.0,"PROCESS, PLANT AND MACHINE OPERATIVES",12.71461864991359,2.400868046165174
2008.0,Public,GCSE grades A-C or equiv,0.0,Female,35.0,ELEMENTARY OCCUPATIONS,3.617110343100448,1.5541932234707854
2011.0,Private,GCE A Level or equiv,0.0,Male,23.0,ELEMENTARY OCCUPATIONS,8.28174055002323,1.8860488122889432
2014.0,Public,GCSE grades A-C or equiv,0.0,Female,18.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",7.935051277048664,2.177075752524614
2007.0,Private,GCE A Level or equiv,0.0,Female,21.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,12.125755085454902,2.3228712644967926
2005.0,Private,Higher education,0.0,Female,49.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",19.189802341879407,2.7877314857930457
2005.0,Private,GCE A Level or equiv,0.0,Male,44.0,SKILLED TRADE OCCUPATIONS,18.24268235633765,2.5453923880309945
2011.0,Public,Degree or equivalent,1.0,Female,35.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",3.764694652628604,1.7672860525659624
2013.0,Private,Degree or equivalent,1.0,Female,25.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,14.252480394246662,2.4528903778858533
2016.0,Public,Other qualifications,0.0,Female,29.0,ELEMENTARY OCCUPATIONS,9.369300874253057,2.2587470454388296
2014.0,Public,Degree or equivalent,1.0,Male,65.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,9.945300910624077,2.9321383069806943
2003.0,Private,GCE A Level or equiv,0.0,Male,45.0,SKILLED TRADE OCCUPATIONS,14.406271929638773,2.596155202718788
2020.0,Private,GCSE grades A-C or equiv,0.0,Female,36.0,ELEMENTARY OCCUPATIONS,7.329672122697691,1.7614771911933695
2020.0,Private,Don't know,0.0,Male,30.0,"PROCESS, PLANT AND MACHINE OPERATIVES",31.98473955165626,3.3951553873335882
2012.0,Private,GCE A Level or equiv,0.0,Female,44.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",1.2072091507599225,1.7414591681797733
2007.0,Public,Other qualifications,0.0,Female,43.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,10.023994781938951,2.119499864757896
2012.0,Public,GCE A Level or equiv,0.0,Female,34.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",12.77594885537238,2.6455195260186075
2012.0,Private,No qualification,0.0,Female,56.0,ELEMENTARY OCCUPATIONS,6.214125580340233,1.6708116109414615
2006.0,Private,Degree or equivalent,1.0,Female,39.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",10.945072339281005,2.8629655549534623
2008.0,Private,GCSE grades A-C or equiv,0.0,Female,58.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,3.972151106203902,1.3508336177514484
2013.0,Private,Higher education,0.0,Female,38.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",9.253340802723667,2.056207964872531
2013.0,Private,GCE A Level or equiv,0.0,Male,42.0,"PROCESS, PLANT AND MACHINE OPERATIVES",5.012923624874623,1.8327392979624102
2007.0,Private,GCSE grades A-C or equiv,0.0,Male,49.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,26.630714282775706,2.532532831404
2004.0,Public,Higher education,0.0,Female,44.0,PROFESSIONAL OCCUPATIONS,20.113230134113483,2.8277300941344
2010.0,Private,No qualification,0.0,Female,44.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,5.741925385936154,1.471896787258744
2013.0,Public,Higher education,0.0,Female,25.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,12.257305637960929,2.421421233950782
2017.0,Private,Don't know,0.0,Male,31.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",21.98234066780572,2.6176481785920322
2012.0,Private,GCE A Level or equiv,0.0,Female,31.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,11.603097990752575,2.338326226715379
2011.0,Private,GCSE grades A-C or equiv,0.0,Female,53.0,SKILLED TRADE OCCUPATIONS,6.7014527059044955,1.7238822511038836
2019.0,Public,Degree or equivalent,1.0,Male,23.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,11.755984672673703,2.242174486119979
2004.0,Private,GCE A Level or equiv,0.0,Male,29.0,PROFESSIONAL OCCUPATIONS,19.014905974518832,2.792617212923404
2003.0,Public,GCSE grades A-C or equiv,0.0,Male,36.0,"PROCESS, PLANT AND MACHINE OPERATIVES",16.701034750216653,2.7577524079431495
2012.0,Private,GCE A Level or equiv,0.0,Male,41.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",20.62509283187305,3.1004627156275304
2020.0,Private,GCSE grades A-C or equiv,0.0,Female,51.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,4.451921838509141,2.4319650422694368
2004.0,Private,No qualification,0.0,Female,53.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",14.416385159336501,2.4844983437572976
2002.0,Private,GCE A Level or equiv,0.0,Female,18.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",7.9106906355465085,1.1424494696410317
2008.0,Private,Degree or equivalent,1.0,Male,33.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,4.515725958410425,2.15452291202479
2002.0,Private,GCE A Level or equiv,0.0,Female,61.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,3.881094890172406,1.7364842515346097
2008.0,Private,GCSE grades A-C or equiv,0.0,Female,16.0,ELEMENTARY OCCUPATIONS,6.802798837685227,1.9125904415949904
2013.0,Private,Other qualifications,0.0,Male,41.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,6.638095856366496,1.770458026935357
2017.0,Public,GCSE grades A-C or equiv,0.0,Female,34.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,11.14617938392991,2.085397387062887
2009.0,Private,GCE A Level or equiv,0.0,Male,46.0,PROFESSIONAL OCCUPATIONS,70.0620492361628,3.1149324885576766
2007.0,Public,GCSE grades A-C or equiv,0.0,Female,39.0,ELEMENTARY OCCUPATIONS,5.660220736529306,1.401982865173187
2005.0,Public,Degree or equivalent,1.0,Female,31.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,20.17909996010927,3.0514378937275306
2007.0,Public,Degree or equivalent,1.0,Female,46.0,PROFESSIONAL OCCUPATIONS,13.668312958407821,2.5455761765017213
2018.0,Private,Degree or equivalent,1.0,Female,25.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,6.1992168179042295,1.6138223403283336
2020.0,Private,GCSE grades A-C or equiv,0.0,Male,55.0,PROFESSIONAL OCCUPATIONS,0.8666917656871718,1.797686319034481
2006.0,Private,Higher education,0.0,Male,33.0,SKILLED TRADE OCCUPATIONS,17.47429087027898,2.8472541776037095
2016.0,Private,GCE A Level or equiv,0.0,Male,20.0,"PROCESS, PLANT AND MACHINE OPERATIVES",4.854136536029921,1.3295922859978329
2002.0,Private,Degree or equivalent,1.0,Female,29.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,11.999105039340819,2.4081071277715136
2017.0,Public,Higher education,0.0,Female,42.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,14.818254631428703,2.2955888564245335
2004.0,Private,GCSE grades A-C or equiv,0.0,Female,38.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",5.377526712259344,1.8655653652372337
2019.0,Private,Higher education,0.0,Female,26.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",12.452541637279616,2.5696865137442364
2006.0,Private,GCE A Level or equiv,0.0,Female,28.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",11.235494335361619,2.3385485167158757
2008.0,Private,Degree or equivalent,1.0,Male,55.0,PROFESSIONAL OCCUPATIONS,29.00413415864204,2.655563450468082
2020.0,Public,GCSE grades A-C or equiv,0.0,Female,22.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,11.517445818743838,2.2241893211839376
2015.0,Public,Degree or equivalent,1.0,Female,30.0,PROFESSIONAL OCCUPATIONS,22.406576713403,2.8240761320054717
2002.0,Public,GCSE grades A-C or equiv,0.0,Female,24.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,-5.2091355100712455,2.9378140800185584
2009.0,Private,Other qualifications,0.0,Female,57.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,6.554343346834329,1.8576577809155712
2014.0,Public,GCE A Level or equiv,0.0,Male,50.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,12.664082177443897,2.5349461867496785
2012.0,Public,Higher education,0.0,Female,44.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,15.487404130200106,2.652675104543287
2007.0,Public,Degree or equivalent,1.0,Female,45.0,PROFESSIONAL OCCUPATIONS,16.220624807911665,2.749839316862486
2018.0,Private,GCE A Level or equiv,0.0,Male,46.0,ELEMENTARY OCCUPATIONS,4.946562959166361,1.5156256194123507
2019.0,Private,GCSE grades A-C or equiv,0.0,Male,49.0,PROFESSIONAL OCCUPATIONS,8.223946614385092,2.3430556798414286
2002.0,Private,Other qualifications,0.0,Male,52.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",10.007628806664522,2.2743045125671872
2002.0,Private,Degree or equivalent,1.0,Female,30.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,33.74842247840503,3.4612178056422045
2006.0,Private,Higher education,0.0,Male,39.0,SKILLED TRADE OCCUPATIONS,12.623915917664304,2.5211729230693503
2006.0,Private,No qualification,0.0,Male,57.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",15.412944290794321,2.671887736790601
2003.0,Private,Higher education,0.0,Female,37.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",23.22481453034164,3.00054047700164
2019.0,Public,No qualification,0.0,Female,42.0,ELEMENTARY OCCUPATIONS,11.731783648757727,2.3219942966328326
2003.0,Private,Other qualifications,0.0,Male,44.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,26.97408763460683,3.083571763734685
2012.0,Public,Degree or equivalent,1.0,Female,31.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,18.177968038267412,2.6226268106056945
2005.0,Private,GCSE grades A-C or equiv,0.0,Male,17.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,5.22563037956089,1.3801064421422724
2006.0,Private,GCE A Level or equiv,0.0,Female,27.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,7.8736432614477385,1.9891801500609247
2010.0,Private,GCE A Level or equiv,0.0,Female,17.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,-0.6674455402533717,0.699848157801795
2012.0,Private,GCE A Level or equiv,0.0,Female,31.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,20.94449916387589,3.076721102649036
2020.0,Private,Degree or equivalent,1.0,Female,47.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",35.36881162392254,3.408530337932073
2010.0,Private,Degree or equivalent,1.0,Male,42.0,PROFESSIONAL OCCUPATIONS,12.46180461939035,2.555548530999321
2005.0,Private,GCE A Level or equiv,0.0,Male,59.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",19.581572430542657,2.9250944821100604
2015.0,Private,Degree or equivalent,1.0,Female,36.0,PROFESSIONAL OCCUPATIONS,21.782646563669044,3.323139602216987
2008.0,Private,Higher education,0.0,Female,58.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,21.305005352623446,2.560570016182603
2020.0,Private,Degree or equivalent,1.0,Male,53.0,SKILLED TRADE OCCUPATIONS,7.038670106371886,1.823374176592774
2015.0,Private,GCE A Level or equiv,0.0,Male,53.0,SKILLED TRADE OCCUPATIONS,4.408633668765562,1.7350419820582466
2004.0,Public,Degree or equivalent,1.0,Female,40.0,ELEMENTARY OCCUPATIONS,9.93984952346841,1.9319776262602737
2018.0,Private,GCE A Level or equiv,0.0,Female,37.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",33.50126869770905,3.4965781315493687
2012.0,Public,Higher education,0.0,Female,42.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,16.53522365858932,2.7426276990011655
2011.0,Public,Degree or equivalent,1.0,Male,39.0,PROFESSIONAL OCCUPATIONS,18.59325660851851,2.9180712852597113
2008.0,Public,Higher education,0.0,Female,45.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",13.695586012626036,2.8815601837493943
2013.0,Public,Degree or equivalent,1.0,Male,52.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,21.723675238577673,3.1388281669245277
2019.0,Private,No qualification,0.0,Female,59.0,"PROCESS, PLANT AND MACHINE OPERATIVES",9.014010159483952,1.99530376318765
2013.0,Public,Degree or equivalent,1.0,Female,52.0,PROFESSIONAL OCCUPATIONS,27.648846185383576,2.924775966598368
2009.0,Private,Degree or equivalent,1.0,Male,28.0,PROFESSIONAL OCCUPATIONS,15.764443941837438,2.8702529902897784
2002.0,Public,Higher education,0.0,Female,36.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,13.08408338787205,2.5039937645116574
2009.0,Private,GCE A Level or equiv,0.0,Female,24.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",6.534340913316496,1.5235549887167876
2012.0,Private,GCSE grades A-C or equiv,0.0,Male,38.0,"PROCESS, PLANT AND MACHINE OPERATIVES",5.477388965355796,1.2385424141981511
2008.0,Public,Degree or equivalent,1.0,Female,29.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,17.853134956173772,2.762205218399475
2009.0,Public,Other qualifications,0.0,Female,53.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",7.188946669811884,1.6375452269051975
2005.0,Private,Other qualifications,0.0,Female,19.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",2.5024817278807276,0.7957093758808661
2013.0,Public,Degree or equivalent,1.0,Female,62.0,PROFESSIONAL OCCUPATIONS,15.139201680332079,2.6961694338072197
2006.0,Private,Other qualifications,0.0,Male,28.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,10.908834778941547,2.130830780919111
2007.0,Private,GCSE grades A-C or equiv,0.0,Male,41.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",19.141156828199453,2.538981774118973
2014.0,Private,Degree or equivalent,1.0,Female,26.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,4.680044677412908,1.583561215781825
2005.0,Private,GCE A Level or equiv,0.0,Male,20.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,5.905991757374695,1.8677107812323492
2017.0,Private,Higher education,0.0,Male,32.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",20.40333866236277,3.1586514129054857
2003.0,Public,Other qualifications,0.0,Male,35.0,"PROCESS, PLANT AND MACHINE OPERATIVES",-7.811377409590509,1.7584991018661054
2009.0,Public,GCE A Level or equiv,0.0,Male,29.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,13.95239019924795,2.586550712503361
2004.0,Public,GCSE grades A-C or equiv,0.0,Female,35.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,8.796279422858662,2.1666804129292014
2014.0,Private,Degree or equivalent,1.0,Female,57.0,PROFESSIONAL OCCUPATIONS,26.22132662633595,3.182390496545696
2018.0,Private,Degree or equivalent,1.0,Male,46.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",23.89786965143488,2.364064536024174
2009.0,Public,GCSE grades A-C or equiv,0.0,Female,49.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,10.264511925920052,2.0789420088262363
2020.0,Private,Other qualifications,0.0,Male,28.0,ELEMENTARY OCCUPATIONS,8.053450598829272,1.8526033247711735
2007.0,Private,GCSE grades A-C or equiv,0.0,Female,38.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",10.300893662239337,2.105256078674155
2008.0,Public,GCE A Level or equiv,0.0,Male,45.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,14.007149708800991,2.661570398855078
2006.0,Private,GCE A Level or equiv,0.0,Female,41.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,4.212950385912185,1.9423331396241774
2010.0,Private,GCE A Level or equiv,0.0,Male,53.0,SKILLED TRADE OCCUPATIONS,14.968400843734859,2.4896105801536503
2010.0,Private,Degree or equivalent,1.0,Male,29.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,10.75600896066962,2.1216089189750504
2005.0,Private,Degree or equivalent,1.0,Female,44.0,PROFESSIONAL OCCUPATIONS,18.162766060727492,2.7039549335519872
2005.0,Private,Higher education,0.0,Male,40.0,SKILLED TRADE OCCUPATIONS,28.870361832857483,3.3547000423265563
2011.0,Public,Higher education,0.0,Female,37.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,-13.754655319179292,1.550998110527659
2016.0,Private,GCE A Level or equiv,0.0,Male,23.0,PROFESSIONAL OCCUPATIONS,11.67156962528464,2.2140668284419918
2011.0,Private,No qualification,0.0,Male,61.0,"PROCESS, PLANT AND MACHINE OPERATIVES",8.853564516840024,2.005905170424962
2020.0,Private,Degree or equivalent,1.0,Male,23.0,ELEMENTARY OCCUPATIONS,6.515694696338173,1.9382829496448457
2011.0,Private,Degree or equivalent,1.0,Female,30.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,12.419965558181225,2.185883804052594
2003.0,Private,GCSE grades A-C or equiv,0.0,Male,37.0,PROFESSIONAL OCCUPATIONS,9.29435584847467,2.3571329677926496
2013.0,Private,GCE A Level or equiv,0.0,Male,19.0,SKILLED TRADE OCCUPATIONS,7.525061833352278,1.96388949797061
2013.0,Private,Other qualifications,0.0,Female,56.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,11.210110083519437,2.2109148085022174
2016.0,Private,GCE A Level or equiv,0.0,Male,32.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",18.470725798917908,2.895738497365201
2009.0,Public,Degree or equivalent,1.0,Male,50.0,PROFESSIONAL OCCUPATIONS,32.12724097960517,3.086986980696835
2010.0,Private,GCSE grades A-C or equiv,0.0,Male,50.0,SKILLED TRADE OCCUPATIONS,9.92215596289224,1.9412321883403905
2016.0,Private,Degree or equivalent,1.0,Male,36.0,PROFESSIONAL OCCUPATIONS,30.970339753662362,2.571834383429813
2008.0,Private,GCSE grades A-C or equiv,0.0,Female,55.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,19.253227047012068,2.7883091493128314
2002.0,Public,Degree or equivalent,1.0,Female,41.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,23.163762415788376,3.0530435514027774
2003.0,Public,Degree or equivalent,1.0,Female,33.0,PROFESSIONAL OCCUPATIONS,14.045767180996396,2.6465321379502003
2014.0,Private,GCSE grades A-C or equiv,0.0,Male,49.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,33.0631629946144,3.034842373622829
2006.0,Private,Degree or equivalent,1.0,Male,31.0,PROFESSIONAL OCCUPATIONS,24.65060380252406,2.756983656226213
2007.0,Private,GCSE grades A-C or equiv,0.0,Male,20.0,ELEMENTARY OCCUPATIONS,8.940666089660988,2.0304700501105866
2011.0,Private,Degree or equivalent,1.0,Female,31.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,8.778762142079584,1.924675855872493
2015.0,Private,GCSE grades A-C or equiv,0.0,Female,16.0,ELEMENTARY OCCUPATIONS,7.8672322693994206,1.8255178783983548
2011.0,Public,GCE A Level or equiv,0.0,Male,54.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",12.22024935399018,2.522492693785784
2009.0,Public,Degree or equivalent,1.0,Female,34.0,PROFESSIONAL OCCUPATIONS,18.09201946144441,2.5178867732876737
2020.0,Public,Degree or equivalent,1.0,Female,34.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,12.880254474507872,2.333989861599338
2002.0,Private,No qualification,0.0,Male,44.0,SKILLED TRADE OCCUPATIONS,8.426412383918523,1.9120056462152493
2002.0,Private,Other qualifications,0.0,Male,44.0,"PROCESS, PLANT AND MACHINE OPERATIVES",10.842857583006952,1.971719150066093
2007.0,Private,Degree or equivalent,1.0,Male,44.0,PROFESSIONAL OCCUPATIONS,14.009630118737597,2.6418846146732475
2005.0,Private,GCE A Level or equiv,0.0,Female,54.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,11.695594827856008,2.376996767629276
2017.0,Public,Degree or equivalent,1.0,Female,32.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,15.197622640603681,2.5768118330096175
2020.0,Public,No qualification,0.0,Female,52.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,7.329286702701705,1.7256035006347439
2002.0,Public,GCSE grades A-C or equiv,0.0,Female,59.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,11.56246730235243,2.361855044356007
2002.0,Private,GCE A Level or equiv,0.0,Male,51.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,15.289952826882146,2.3683569213190467
2005.0,Public,GCE A Level or equiv,0.0,Male,35.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",9.939274973784494,2.248125486537612
2003.0,Public,GCE A Level or equiv,0.0,Female,41.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,8.248058092242104,1.891031252176417
2015.0,Private,Other qualifications,0.0,Female,40.0,"PROCESS, PLANT AND MACHINE OPERATIVES",9.217690473339891,2.1003546931142543
2012.0,Private,Other qualifications,0.0,Male,62.0,"PROCESS, PLANT AND MACHINE OPERATIVES",8.14149036121726,1.682236158325009
2015.0,Public,GCSE grades A-C or equiv,0.0,Male,50.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",35.97303488822638,2.7816422079175678
2019.0,Private,Degree or equivalent,1.0,Male,33.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",30.38770215696046,3.350514893815607
2011.0,Private,GCSE grades A-C or equiv,0.0,Male,52.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,14.860117206039273,2.2770168369267534
2004.0,Private,Other qualifications,0.0,Male,37.0,ELEMENTARY OCCUPATIONS,11.623880052250424,2.1614048440972224
2018.0,Public,Degree or equivalent,1.0,Male,24.0,PROFESSIONAL OCCUPATIONS,-0.8175354292182693,2.126003852114802
2011.0,Private,GCSE grades A-C or equiv,0.0,Female,24.0,ELEMENTARY OCCUPATIONS,5.852150522859633,1.438740765246726
2014.0,Private,GCSE grades A-C or equiv,0.0,Female,62.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",8.426394723075921,1.9623079025950383
2012.0,Public,Degree or equivalent,1.0,Female,34.0,PROFESSIONAL OCCUPATIONS,11.18707005060688,2.6703088314955927
2009.0,Private,Degree or equivalent,1.0,Male,31.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,30.064401819843763,3.2440967224668804
2013.0,Private,No qualification,0.0,Female,54.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,10.569783281255273,1.9411252040671103
2011.0,Private,Higher education,0.0,Female,49.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,7.307363165033625,1.827496427848188
2014.0,Public,No qualification,0.0,Male,49.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,27.80089332042363,2.2903305376904735
2004.0,Public,Higher education,0.0,Female,41.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,12.079211778321865,2.430978262885619
2016.0,Private,GCSE grades A-C or equiv,0.0,Female,31.0,PROFESSIONAL OCCUPATIONS,16.142167526426086,2.4818896693896586
